pixel_x,pixel_y,z_smpl_m,z_vggt_raw,scale_ratio,valid
242.0,128.0,9.140356063842773,0.9473006129264832,9.648843765258789,1
243.0,128.0,9.144512176513672,0.9565328359603882,9.560060501098633,1
244.0,128.0,9.150984764099121,0.9876350164413452,9.26555347442627,1
245.0,128.0,9.165164947509766,1.0149110555648804,9.030510902404785,1
278.0,128.0,8.627644538879395,0.901265561580658,9.572810173034668,1
297.0,128.0,8.524818420410156,0.8849306702613831,9.633317947387695,1
311.0,128.0,8.490785598754883,0.8756102323532104,9.696991920471191,1
326.0,128.0,8.673155784606934,0.8664947748184204,10.009472846984863,1
330.0,128.0,8.444450378417969,0.8655097484588623,9.756620407104492,1
219.0,129.0,9.143796920776367,0.9473682641983032,9.651786804199219,1
223.0,129.0,9.204256057739258,0.9472644329071045,9.716670036315918,1
224.0,129.0,9.117727279663086,0.9468743205070496,9.629289627075195,1
301.0,129.0,8.519831657409668,0.882122814655304,9.65832805633545,1
305.0,129.0,8.738533973693848,0.8797184228897095,9.933330535888672,1
341.0,129.0,8.431110382080078,0.8663218021392822,9.732076644897461,1
220.0,130.0,9.122666358947754,0.9477866888046265,9.625231742858887,1
233.0,130.0,9.133726119995117,0.951617419719696,9.59810733795166,1
243.0,130.0,9.160046577453613,1.0153650045394897,9.021431922912598,1
281.0,130.0,8.610630989074707,0.8970023989677429,9.599340438842773,1
325.0,130.0,8.451373100280762,0.8667250275611877,9.750927925109863,1
336.0,130.0,8.639731407165527,0.8656119108200073,9.981067657470703,1
339.0,130.0,8.426260948181152,0.8658328652381897,9.731971740722656,1
344.0,130.0,8.552978515625,0.8684483766555786,9.8485746383667,1
218.0,131.0,9.20029067993164,0.9473340511322021,9.711770057678223,1
220.0,131.0,9.106767654418945,0.9475233554840088,9.611126899719238,1
222.0,131.0,9.10266399383545,0.9468601942062378,9.613524436950684,1
229.0,131.0,9.12095832824707,0.9478403329849243,9.622884750366211,1
235.0,131.0,9.144229888916016,0.9578297138214111,9.546822547912598,1
239.0,131.0,9.200579643249512,0.9892808794975281,9.300270080566406,1
241.0,131.0,9.142081260681152,1.0468003749847412,8.733356475830078,1
319.0,131.0,8.705602645874023,0.869441568851471,10.012866973876953,1
322.0,131.0,8.697244644165039,0.8678154349327087,10.021998405456543,1
334.0,131.0,8.445698738098145,0.8656701445579529,9.756255149841309,1
277.0,132.0,8.687299728393555,0.9021839499473572,9.629188537597656,1
281.0,132.0,8.618529319763184,0.8962778449058533,9.615912437438965,1
297.0,132.0,8.743127822875977,0.884077787399292,9.889545440673828,1
345.0,132.0,8.43988037109375,0.8688706755638123,9.713621139526367,1
347.0,132.0,8.49551773071289,0.8721261024475098,9.741157531738281,1
217.0,133.0,9.23570442199707,0.9473410844802856,9.749080657958984,1
224.0,133.0,9.216570854187012,0.9432613253593445,9.770962715148926,1
235.0,133.0,9.163844108581543,0.9753403663635254,9.39553451538086,1
242.0,133.0,9.172699928283691,1.059510588645935,8.657487869262695,1
277.0,133.0,8.637653350830078,0.9022728204727173,9.573216438293457,1
283.0,133.0,8.603193283081055,0.894616425037384,9.61662769317627,1
300.0,133.0,8.748434066772461,0.8823700547218323,9.91469955444336,1
333.0,133.0,8.448609352111816,0.8655261993408203,9.761240005493164,1
342.0,133.0,8.600735664367676,0.865409255027771,9.938344955444336,1
229.0,134.0,9.208247184753418,0.9459274411201477,9.734622955322266,1
231.0,134.0,9.144795417785645,0.948917031288147,9.637086868286133,1
282.0,134.0,8.620157241821289,0.8952828049659729,9.62841796875,1
283.0,134.0,8.729450225830078,0.8946691751480103,9.757182121276855,1
